SKU,Author,Name,Type,Price,Category,"Sub Category","Short Discription","Long Discription","Dead Line",Image,Tags,"Package Products",Slug,"Product Status","Product Language","Product Locations","Download Link"
skupackage,brandtestingSP4.SL@gmail.com,"Packege creation test",,5555,Package,,<p>testing</p>,<p>testing</p>,0,https://startuplawyer.lk/main/uploads/1638565855.png,,ID000022@,packege-creation-test,publish,English,"Online via Zoom"," "
webinarsku,brandtestingSP4.SL@gmail.com,"webinar test",,66,webinars,,<p>test</p>,<p>tesy</p>,0,https://startuplawyer.lk/main/uploads/1638565443.png,,,webinar-test,publish,English,"Online via Startup Lawyer"," "
sku-variable,brandtestingSP4.SL@gmail.com,"variable Product",simple,12222,course,,<p>test</p>,<p>test</p>,5,https://startuplawyer.lk/main/uploads/1638563915.png,,,variable-product,publish,English,,
test123,testingmediator1sl@hotmail.com,"raheel test",,88,course,,<p>test</p>,<p>test</p>,5,https://startuplawyer.lk/main/uploads/1638368935.png,"Taxation & Accounting",,raheel-test,publish,,,link
ID000022," ","Indepth Consultation",simple,90,Booking,Consultation,"<p>Short discriptionI\'ve invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=""table""><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>",14,https://startuplawyer.lk/main/uploads/1629465871.jpg,,,indepth-consultation,publish,,"Physical at Service Provider’s Office@Physical at another location@Online via Startup Lawyer",
ID000023," ","Double trouble",,0,Booking,Consultation,"<p>Short discriptionI\'ve invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>",2,,,,double-trouble,publish,Others@Sinhala,,"
"
ID000024," ","Managing difficult customers",,5000,Booking,Coaching,"<p>Short discriptionI\'ve invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>",1,,,,managing-difficult-customers,publish,English,,"
"
ID000025," ","Hiring Employees",,200,Booking,Coaching,"Short discriptionI\'ve invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.","<h2>Long discription</h2>[break][break]I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in yo[break][break]<figure class=table>[break][break]<table>[break][break]<tbody>[break][break]<tr>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]</tr>[break][break]<tr>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]</tr>[break][break]<tr>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]</tr>[break][break]<tr>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]</tr>[break][break]<tr>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]</tr>[break][break]<tr>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]</tr>[break][break]</tbody>[break][break]</table>[break][break]</figure>[break][break]ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.[break][break]<h3>ggggggggggg</h3>[break][break]I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.[break][break][break][break]I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.",20,,,,hiring-employees,publish,,,"
"
ID000026," ","Negotiating deals",,30000,Booking,Coaching,"<p>Short discriptionI\'ve invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>",14,,,,negotiating-deals,publish,English@Sinhala,,"
"
ID000027," ","Santa Clause",,10000,Booking,Coaching,"<p>Short discriptionI\'ve invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>",2,,,,santa-clause,publish,Others@Sinhala,,"
"
