SKU,Author,Name,Type,Price,Category,"Sub Category","Short Discription","Long Discription","Dead Line",Image,Tags,"Package Products",Slug,"Product Status","Product Language","Product Locations","Download Link"
skupackage,brandtestingSP4.SL@gmail.com,"Packege creation test",,5555,Package,,<p>testing</p>,<p>testing</p>,0,https://startuplawyer.lk/main/uploads/1638565855.png,,@,packege-creation-test,publish,English,"Online via Zoom"," "
webinarsku,brandtestingSP4.SL@gmail.com,"webinar test",,66,webinars,,<p>test</p>,<p>tesy</p>,0,https://startuplawyer.lk/main/uploads/1638565443.png,,,webinar-test,publish,English,"Online via Startup Lawyer"," "
sku-variable,brandtestingSP4.SL@gmail.com,"variable Product",simple,12222,course,,<p>test</p>,<p>test</p>,5,https://startuplawyer.lk/main/uploads/1638563915.png,,,variable-product,publish,English,,
test123,testingmediator1sl@hotmail.com,"raheel test",,88,course,,<p>test</p>,<p>test</p>,5,https://startuplawyer.lk/main/uploads/1638368935.png,"Taxation & Accounting",,raheel-test,publish,,,link
ID000039," ","Service by Secretary",,15000,,Service,"Small description","Long description",14,,,,service-by-secretary,publish,English@Sinhala,,"
"
ID000040," ","Preparing Fund Raising Documents",,2000000,,Service,"Small description","Long description",11,,,,preparing-fund-raising-documents,publish,English@Sinhala,,"
"
ID000041," ","Pitch Deck Preparation",,5000,,Service,"Small description","Long description",10,,,,pitch-deck-preparation,publish,English@Sinhala,,"
"
ID000042," ",Incorporation,,15000,,Service,"Small description","Long description",14,,,,incorporation,publish,English@Sinhala,,"
"
ID000043," ","Deed work",,5000,,Service,"Small description","Long description",3,,,,deed-work,publish,Others@Sinhala@English,,"
"
ID000044," ","Service by Entrepreneur",,1000000,,Service,"Small description","Long description",11,,,,service-by-entrepreneur,publish,Others@Sinhala@English,,"
"
ID000045," ","Employee engagement programme",,5000,,Service,"Small description","Long description",10,,,,employee-engagement-programme,publish,Others@Sinhala@English,,"
"
ID000046," ","Due  diligence",,0,,Service,"Small description","Long description",3,,,,due-diligence,publish,Others@Sinhala@English,,"
"
ID000047," ","How to raise funding for your startup",,30,,course,"Small description","Long description",0,,,,how-to-raise-funding-for-your-startup,publish,Others@Sinhala@English,,"
"
ID000048," ","How to start a coaching business",,30000,,course,"Small description","Long description",14,,,,how-to-start-a-coaching-business,publish,Others@Sinhala@English,,"
"
ID000049," ","How to dissolve companies",,1000,,course,"Small description","Long description",13,,,,how-to-dissolve-companies,publish,English@Sinhala,,"
"
ID000050," ","Course for Lawyers",,0,course,,"Small description","Long description",5,,,,course-for-lawyers,publish,Sinhala,,"
"
ID000051," ","Initial Consultation",,5000,Booking,Consultation,"Small description","Long description",1,,,,initial-consultation,publish,Sinhala,,"
"
ID000052," ","Initial Consultation",,5000,Booking,Consultation,"Small description","Long description",2,,,,initial-consultation-6,publish,Sinhala,,"
"
ID000053," ","Initial Consultation",,0,Booking,Consultation,"Small description","Long description",2,,,,initial-consultation-5,publish,Sinhala,,"
"
ID000054," ","Indepth Consultation",,0,Booking,Consultation,"Small description","Long description",14,,,,indepth-consultation-5,publish,Sinhala,,"
"
ID000055," ","Indepth Consultation",,5000,Booking,Consultation,"Small description","Long description",1,,,,indepth-consultation-4,publish,Sinhala,,"
"
ID000056," ","Indepth Consultation",,5000,Booking,Consultation,"Small description","Long description",2,,,,indepth-consultation-3,publish,Others@Sinhala,,"
"
ID000057," ","Indepth Consultation",,0,Booking,Consultation,"Small description","Long description",14,,,,indepth-consultation-2,publish,English@Sinhala,,"
"
ID000058," ","General Consultation",,0,Booking,Consultation,"Small description","Long description",2,,,,general-consultation,publish,Others@Sinhala,,"
"
ID000059," ","Coaching for success",,5000,Booking,Coaching,"Small description","Long description",1,,,,coaching-for-success,publish,English,,"
"
ID000060," ","Hiring Employees",,0,Booking,Coaching,"Small description","Long description",2,,,,hiring-employees-2,publish,Sinhala,,"
"
ID000061," ","How to conduct a meeting",,30000,Booking,Coaching,"Small description","Long description",14,,,,how-to-conduct-a-meeting,publish,English@Sinhala,,"
"
ID000062," ","Public speaking",,10000,Booking,Coaching,"Small description","Long description",2,,,,public-speaking,publish,Others@Sinhala,,"
"
ID000063," ","Webinar for Consultants",,5000,webinars,,"Small description","Long description",10,,,,webinar-for-consultants-2,publish,Others,,"
"
ID000064," ","Webinar for Businesses",,1500,webinars,,"Small description","Long description",9,,,,webinar-for-businesses-2,publish,English,,"
"
ID000065," ","Webinar for Company Secretaries",,800000,webinars,,"Small description","Long description",8,,,,webinar-for-company-secretaries-2,publish,English@Sinhala,,"
"
ID000066," ","Webianr for Lawyers - Bona Fide",,2000,,,"Small description","Long description",10,,,,webianr-for-lawyers-bona-fide-2,publish,Others@Sinhala,,"
"
ID000067," ","Package 5",,7000,,Package,"Small description","Long description",3,,@@,,package-5,publish,Sinhala,,"
"
ID000068," ","Package 6",,20000,Package,,"Small description","Long description",1,,@@,,package-6,publish,Others,,"
"
ID000069," ","Package 7",,11000,,Package,"Small description","Long description",2,,@@,,package-7,publish,English@Sinhala,,"
"
ID000070," ","Package 8",,9000,,Package,"Small description","Long description",14,,@@,,package-8,publish,Others@Sinhala,,"
"
MilestoneTestingSP1.008," ","New service product created by Admin for testing",,5000,,Service,"<p>Short discriptionI\'ve invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee ,deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Bye ill allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</h2><p>&nbsp;</p>",3,,@,,test-1-29,publish,English@Sinhala@Others,,
TestingSP3.003," ","New Coaching  product created by Admin for testing author 90",,0,,,"<p>Short discription</p>","<p>Long discription</p>",0,,,,new-coaching-product-created-by-admin-for-testing-author-90,publish,,,"
"
