SKU,Author,Name,Type,Price,Category,"Sub Category","Short Discription","Long Discription","Dead Line",Image,Tags,"Package Products",Slug,"Product Status","Product Language","Product Locations","Download Link"
ID000022,brandtestingSP2.SL@gmail.com,"Indepth Consultation",simple,90,Booking,Consultation,"<p>Short discriptionI\'ve invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=""table""><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>",14,https://startuplawyer.lk/main/uploads/1629289047.jpg,"Follow up Consultation",,indepth-consultation,publish,,,
ID000023,brandtestingSP1.SL@gmail.com,"Double trouble",,0,Booking,Consultation,"<p>Short discriptionI\'ve invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>",2,,"First Consultation",,double-trouble,publish,English@Tamil,,"
"
ID000024,brandtestingSP4.SL@gmail.com,"Managing difficult customers",,5000,Booking,Coaching,"<p>Short discriptionI\'ve invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>",1,,Startup,,managing-difficult-customers,publish,Sinhala,,"
"
ID000025,brandtestingSP3.SL@gmail.com,"Hiring Employees",,200,Booking,Coaching,"Short discriptionI\'ve invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.","<h2>Long discription</h2>[break][break]I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in yo[break][break]<figure class=table>[break][break]<table>[break][break]<tbody>[break][break]<tr>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]</tr>[break][break]<tr>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]</tr>[break][break]<tr>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]</tr>[break][break]<tr>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]</tr>[break][break]<tr>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]</tr>[break][break]<tr>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]</tr>[break][break]</tbody>[break][break]</table>[break][break]</figure>[break][break]ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.[break][break]<h3>ggggggggggg</h3>[break][break]I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.[break][break][break][break]I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.",20,,"Covid related",,hiring-employees,publish,,,"
"
ID000026,brandtestingSP2.SL@gmail.com,"Negotiating deals",,30000,Booking,Coaching,"<p>Short discriptionI\'ve invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>",14,,"Strategic Partnership",,negotiating-deals,publish,English@Sinhala,,"
"
ID000027,brandtestingSP1.SL@gmail.com,"Santa Clause",,10000,Booking,Coaching,"<p>Short discriptionI\'ve invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>",2,,"Client Orientation",,santa-clause,publish,English@Tamil,,"
"
ID000028,brandtestingSP4.SL@gmail.com,"Webinar for Consultants1",simple,5000,webinars,,"<p>Short discriptionI\\\'ve invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=""table""><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>",10,https://startuplawyer.lk/main/uploads/1628703172.jpg,"For Consultants",,webinar-for-consultants,publish,,,
ID000029,brandtestingSP3.SL@gmail.com,"Webinar for Businesses",,1500,webinars,,"<p>Short discriptionI\'ve invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>",9,,"For Businesses",,webinar-for-businesses,publish,Sinhala,,"
"
ID000030,brandtestingSP2.SL@gmail.com,"Webinar for Company Secretaries",,800000,webinars,,"<p>Short discriptionI\'ve invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>",8,,"For Company Secretaries",,webinar-for-company-secretaries,publish,English@Sinhala,,"
"
ID000031,brandtestingSP1.SL@gmail.com,"Webianr for Lawyers - Bona Fide",,2000,,,"<p>Short discriptionI\'ve invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>",10,,"For Lawyers",,webianr-for-lawyers-bona-fide,publish,English@Tamil,,"
"
